ticker,company_name,sector,year,S_stated,A_density,A_explicit,A_dei_qual,A_targets,A_actual,S_pct,A_pct,gap,authenticity,alignment_category
SLB,SLB (Schlumberger),Energy,2019,0.6666666666666666,0.6856666666666666,1,0.0,0,0.42141666666666666,85.55555555555556,75.55555555555556,-10.0,90.0,ALIGNED
SLB,SLB (Schlumberger),Energy,2020,0.0,0.9633333333333333,1,0.0,0,0.49083333333333334,21.73913043478261,89.13043478260869,67.39130434782608,32.60869565217392,STEALTH (under-claim)
SLB,SLB (Schlumberger),Energy,2021,0.0,0.0,1,0.0,0,0.25,23.863636363636363,9.090909090909092,-14.772727272727272,85.22727272727273,ALIGNED
SLB,SLB (Schlumberger),Energy,2022,0.3333333333333333,0.0,1,0.0,0,0.25,46.73913043478261,13.043478260869565,-33.69565217391305,66.30434782608695,GREENWASH-RISK (over-claim)
SLB,SLB (Schlumberger),Energy,2023,0.3333333333333333,0.0,1,0.0,0,0.25,53.333333333333336,8.88888888888889,-44.44444444444444,55.55555555555556,GREENWASH-RISK (over-claim)
SLB,SLB (Schlumberger),Energy,2024,0.3333333333333333,0.422,1,1.0,0,0.6054999999999999,56.97674418604651,97.67441860465115,40.69767441860464,59.30232558139536,STEALTH (under-claim)
VLO,Valero Energy Corporation,Energy,2016,0.6666666666666666,0.057,1,0.0,0,0.26425,91.25,45.0,-46.25,53.75,GREENWASH-RISK (over-claim)
VLO,Valero Energy Corporation,Energy,2017,0.3333333333333333,0.05633333333333333,1,0.0,0,0.26408333333333334,62.82051282051282,48.717948717948715,-14.102564102564102,85.8974358974359,ALIGNED
VLO,Valero Energy Corporation,Energy,2018,0.0,1.0,1,0.0,0,0.5,26.666666666666668,95.55555555555556,68.88888888888889,31.111111111111114,STEALTH (under-claim)
VLO,Valero Energy Corporation,Energy,2019,0.3333333333333333,1.0,1,0.0,0,0.5,58.88888888888889,93.33333333333333,34.444444444444436,65.55555555555557,STEALTH (under-claim)
VLO,Valero Energy Corporation,Energy,2021,0.3333333333333333,1.0,1,0.0,0,0.5,60.22727272727273,80.68181818181817,20.454545454545446,79.54545454545456,STEALTH (under-claim)
VLO,Valero Energy Corporation,Energy,2023,0.0,1.0,1,0.5,1,0.875,20.0,100.0,80.0,20.0,STEALTH (under-claim)
VLO,Valero Energy Corporation,Energy,2024,0.0,0.3473333333333333,1,0.0,0,0.3368333333333333,18.6046511627907,48.837209302325576,30.232558139534877,69.76744186046513,STEALTH (under-claim)
XOM,Exxon Mobil Corporation,Energy,2019,0.6666666666666666,0.18933333333333333,1,0.0,0,0.29733333333333334,85.55555555555556,55.55555555555556,-30.0,70.0,GREENWASH-RISK (over-claim)
XOM,Exxon Mobil Corporation,Energy,2020,0.6666666666666666,0.47333333333333333,1,0.0,0,0.36833333333333335,82.6086956521739,60.86956521739131,-21.739130434782595,78.2608695652174,GREENWASH-RISK (over-claim)
XOM,Exxon Mobil Corporation,Energy,2022,0.3333333333333333,0.727,1,0.0,0,0.43174999999999997,46.73913043478261,58.69565217391305,11.956521739130437,88.04347826086956,ALIGNED
XOM,Exxon Mobil Corporation,Energy,2023,0.0,0.7773333333333333,1,0.0,0,0.44433333333333336,20.0,75.55555555555556,55.55555555555556,44.44444444444444,STEALTH (under-claim)
XOM,Exxon Mobil Corporation,Energy,2024,0.3333333333333333,0.18266666666666667,1,0.0,0,0.2956666666666667,56.97674418604651,34.883720930232556,-22.093023255813954,77.90697674418604,GREENWASH-RISK (over-claim)
AXP,American Express Company,Financials,2016,0.0,0.0,1,0.0,0,0.25,22.5,28.749999999999996,6.2499999999999964,93.75,ALIGNED
AXP,American Express Company,Financials,2017,0.0,0.0,1,0.0,0,0.25,23.076923076923077,30.76923076923077,7.692307692307693,92.3076923076923,ALIGNED
AXP,American Express Company,Financials,2018,0.0,0.0,1,0.0,0,0.25,26.666666666666668,22.22222222222222,-4.444444444444446,95.55555555555556,ALIGNED
